,0
ON.3,0
ORCL.3,0
ORLY.3,0
OTIS.3,0
OXY.3,0
PANW.3,0
PARA.3,0
PAYC.3,0
PAYX.3,0
PCAR.3,0
PCG.3,0
PEAK.3,0
PEG.3,2
PEP.3,0
PFE.3,0
PFG.3,0
PG.3,0
PGR.3,1
PH.3,0
PHM.3,0
PKG.3,0
PLD.3,1
PM.3,0
PNC.3,0
PNR.3,0
PNW.3,0
PODD.3,0
POOL.3,1
PPG.3,0
PPL.3,0
PRU.3,0
PSA.3,0
PSX.3,0
PTC.3,0
PWR.3,0
PXD.3,0
PYPL.3,0
QCOM.3,0
QRVO.3,0
RCL.3,0
REG.3,0
REGN.3,0
RF.3,0
RHI.3,0
RJF.3,0
RL.3,0
RMD.3,0
ROK.3,0
ROL.3,0
ROP.3,0
ROST.3,0
RSG.3,0
RTX.3,0
RVTY.3,0
SBAC.3,0
SBUX.3,0
SCHW.3,0
SEDG.3,0
SEE.3,0
SHW.3,0
SJM.3,6
SLB.3,0
SNA.3,0
SNPS.3,0
SO.3,0
SPG.3,0
SPGI.3,0
SRE.3,0
STE.3,0
STLD.3,1
STT.3,0
STX.3,0
STZ.3,0
SWK.3,0
SWKS.3,0
SYF.3,0
SYK.3,0
SYY.3,0
T.3,0
TAP.3,0
TDG.3,0
TDY.3,0
TECH.3,0
TEL.3,0
TER.3,0
TFC.3,0
TFX.3,0
TGT.3,0
TJX.3,0
TMO.3,0
TMUS.3,0
TPR.3,0
TRGP.3,0
TRMB.3,1
TROW.3,0
TRV.3,0
TSCO.3,0
TSLA.3,0
TSN.3,0
TT.3,0
TTWO.3,0
TXN.3,0
TXT.3,0
TYL.3,0
UAL.3,0
UDR.3,0
UHS.3,0
ULTA.3,0
UNH.3,0
UNP.3,0
UPS.3,0
URI.3,0
USB.3,0
V.3,0
VFC.3,0
VICI.3,0
VLO.3,0
VLTO.3,0
VMC.3,0
VRSK.3,0
VRSN.3,0
VRTX.3,0
VTR.3,0
VTRS.3,0
VZ.3,0
WAB.3,0
WAT.3,0
WBA.3,0
WBD.3,0
WDC.3,0
WEC.3,0
WELL.3,0
WFC.3,0
WHR.3,0
WM.3,0
WMB.3,0
WMT.3,0
WRB.3,0
WRK.3,0
WST.3,0
WTW.3,0
WY.3,0
WYNN.3,0
XEL.3,0
XOM.3,0
XRAY.3,0
XYL.3,0
YUM.3,1
ZBH.3,0
ZBRA.3,0
ZION.3,0
ZTS.3,1
A.4,0
AAL.4,0
AAPL.4,0
ABBV.4,0
ABNB.4,0
ABT.4,0
ACGL.4,0
ACN.4,0
ADBE.4,0
ADI.4,0
ADM.4,0
ADP.4,0
ADSK.4,0
AEE.4,1
AEP.4,0
AES.4,0
AFL.4,0
AIG.4,0
AIZ.4,0
AJG.4,0
AKAM.4,0
ALB.4,0
ALGN.4,0
ALK.4,0
ALL.4,0
ALLE.4,0
AMAT.4,0
AMCR.4,0
AMD.4,0
AME.4,0
AMGN.4,0
AMP.4,0
AMT.4,0
AMZN.4,0
ANET.4,0
ANSS.4,0
AON.4,0
AOS.4,0
APA.4,0
APD.4,0
APH.4,0
APTV.4,0
ARE.4,0
ATO.4,1
AVB.4,0
AVGO.4,0
AVY.4,0
AWK.4,2
AXON.4,0
AXP.4,0
AZO.4,0
BA.4,0
BAC.4,0
BALL.4,1
BAX.4,1
BBWI.4,0
BBY.4,0
BDX.4,0
BEN.4,0
BF.B.4,0
BG.4,0
BIIB.4,0
BIO.4,0
BK.4,0
BKNG.4,0
BKR.4,0
BLK.4,0
BMY.4,0
BR.4,0
BRK.B.4,0
BRO.4,0
BSX.4,0
BWA.4,0
BX.4,0
BXP.4,0
C.4,0
CAG.4,0
CAH.4,0
CARR.4,0
CAT.4,0
CB.4,0
CBOE.4,0
CBRE.4,0
CCI.4,0
CCL.4,0
CDAY.4,0
CDNS.4,0
CDW.4,0
CE.4,0
CEG.4,0
CF.4,0
CFG.4,0
CHD.4,0
CHRW.4,0
CHTR.4,0
CI.4,0
CINF.4,1
CL.4,0
CLX.4,1
CMA.4,0
CMCSA.4,0
CME.4,0
CMG.4,0
CMI.4,0
CMS.4,1
CNC.4,0
CNP.4,1
COF.4,0
COO.4,0
COP.4,0
COR.4,0
COST.4,0
CPB.4,0
CPRT.4,0
CPT.4,0
CRL.4,0
CRM.4,0
CSCO.4,0
CSGP.4,0
CSX.4,0
CTAS.4,0
CTLT.4,0
CTRA.4,0
CTSH.4,0
CTVA.4,0
CVS.4,0
CVX.4,0
CZR.4,0
D.4,0
DAL.4,0
DD.4,0
DE.4,0
DFS.4,0
DG.4,0
DGX.4,0
DHI.4,0
DHR.4,0
DIS.4,1
DLR.4,0
DLTR.4,0
DOV.4,0
DOW.4,0
DPZ.4,0
DRI.4,0
DTE.4,1
DUK.4,0
DVA.4,0
DVN.4,0
DXCM.4,1
EA.4,0
EBAY.4,0
ECL.4,0
ED.4,1
EFX.4,0
EG.4,0
EIX.4,2
EL.4,0
ELV.4,0
EMN.4,0
EMR.4,0
ENPH.4,0
EOG.4,0
EPAM.4,0
EQIX.4,0
EQR.4,0
EQT.4,0
ES.4,0
ESS.4,0
ETN.4,0
ETR.4,0
ETSY.4,0
EVRG.4,2
EW.4,0
EXC.4,1
EXPD.4,0
EXPE.4,0
EXR.4,0
F.4,0
FANG.4,0
FAST.4,0
FCX.4,0
FDS.4,0
FDX.4,0
FE.4,0
FFIV.4,0
FI.4,0
FICO.4,0
FIS.4,0
FITB.4,0
FLT.4,0
FMC.4,0
FOX.4,0
FOXA.4,0
FRT.4,0
FSLR.4,0
FTNT.4,0
FTV.4,0
GD.4,0
GE.4,0
GEHC.4,0
GEN.4,0
GILD.4,0
GIS.4,0
GL.4,0
GLW.4,0
GM.4,0
GNRC.4,0
GOOG.4,0
GOOGL.4,0
GPC.4,0
GPN.4,0
GRMN.4,0
GS.4,0
GWW.4,0
HAL.4,0
HAS.4,0
HBAN.4,0
HCA.4,0
HD.4,0
HES.4,0
HIG.4,0
HII.4,0
HLT.4,0
HOLX.4,0
HON.4,0
HPE.4,0
HPQ.4,0
HRL.4,1
HSIC.4,0
HST.4,0
HSY.4,0
HUM.4,0
HWM.4,0
IBM.4,0
ICE.4,0
IDXX.4,0
IEX.4,0
IFF.4,0
ILMN.4,0
INCY.4,0
INTC.4,0
INTU.4,0
INVH.4,0
IP.4,0
IPG.4,0
IQV.4,0
IR.4,0
IRM.4,0
ISRG.4,0
IT.4,0
ITW.4,0
IVZ.4,0
J.4,0
JBHT.4,0
JCI.4,0
JKHY.4,0
JNJ.4,0
JNPR.4,0
JPM.4,0
K.4,3
KDP.4,1
KEY.4,0
KEYS.4,0
KHC.4,0
KIM.4,0
KLAC.4,0
KMB.4,0
KMI.4,0
KMX.4,0
KO.4,4
KR.4,0
KVUE.4,0
L.4,0
LDOS.4,0
LEN.4,0
LH.4,0
LHX.4,0
LIN.4,0
LKQ.4,0
LLY.4,0
LMT.4,1
LNT.4,1
LOW.4,0
LRCX.4,0
LUV.4,0
LVS.4,0
LW.4,0
LYB.4,0
LYV.4,0
MA.4,0
MAA.4,0
MAR.4,0
MAS.4,0
MCD.4,0
MCHP.4,0
MCK.4,0
MCO.4,0
MDLZ.4,0
MDT.4,1
MET.4,0
META.4,0
MGM.4,0
MHK.4,0
MKC.4,1
MKTX.4,0
MLM.4,0
MMC.4,0
MMM.4,2
MNST.4,0
MO.4,0
MOH.4,0
MOS.4,0
MPC.4,0
MPWR.4,0
MRK.4,0
MRNA.4,0
MRO.4,0
MS.4,0
MSCI.4,0
MSFT.4,0
MSI.4,0
MTB.4,0
MTCH.4,0
MTD.4,0
MU.4,0
NCLH.4,0
NDAQ.4,0
NDSN.4,0
NEE.4,6
NEM.4,0
NFLX.4,0
NI.4,4
NKE.4,0
NOC.4,3
NOW.4,0
NRG.4,0
NSC.4,0
NTAP.4,0
NTRS.4,0
NUE.4,0
NVDA.4,0
NVR.4,0
NWS.4,0
NWSA.4,0
NXPI.4,0
O.4,0
ODFL.4,0
OGN.4,0
OKE.4,0
OMC.4,0
ON.4,0
ORCL.4,0
ORLY.4,0
OTIS.4,0
OXY.4,0
PANW.4,0
PARA.4,0
PAYC.4,0
PAYX.4,0
PCAR.4,0
PCG.4,0
PEAK.4,0
PEG.4,1
PEP.4,0
PFE.4,0
PFG.4,0
PG.4,0
PGR.4,1
PH.4,0
PHM.4,0
PKG.4,0
PLD.4,2
PM.4,0
PNC.4,0
PNR.4,0
PNW.4,0
PODD.4,0
POOL.4,1
PPG.4,0
PPL.4,0
PRU.4,0
PSA.4,0
PSX.4,0
PTC.4,0
PWR.4,0
PXD.4,0
PYPL.4,0
QCOM.4,0
QRVO.4,0
RCL.4,0
REG.4,0
REGN.4,0
RF.4,0
RHI.4,0
RJF.4,0
RL.4,0
RMD.4,0
ROK.4,0
ROL.4,0
ROP.4,0
ROST.4,0
RSG.4,0
RTX.4,0
RVTY.4,0
SBAC.4,0
SBUX.4,0
SCHW.4,0
SEDG.4,0
SEE.4,0
SHW.4,0
SJM.4,6
SLB.4,0
SNA.4,0
SNPS.4,0
SO.4,0
SPG.4,0
SPGI.4,0
SRE.4,0
STE.4,0
STLD.4,1
STT.4,0
STX.4,0
STZ.4,0
SWK.4,0
SWKS.4,0
SYF.4,0
SYK.4,0
SYY.4,1
T.4,0
TAP.4,0
TDG.4,0
TDY.4,0
TECH.4,0
TEL.4,0
TER.4,0
TFC.4,0
TFX.4,0
TGT.4,0
TJX.4,0
TMO.4,0
TMUS.4,0
TPR.4,0
TRGP.4,0
TRMB.4,1
TROW.4,1
TRV.4,0
TSCO.4,0
TSLA.4,0
TSN.4,0
TT.4,0
TTWO.4,0
TXN.4,0
TXT.4,0
TYL.4,0
UAL.4,0
UDR.4,0
UHS.4,0
ULTA.4,0
UNH.4,0
UNP.4,0
UPS.4,0
URI.4,0
USB.4,0
V.4,0
VFC.4,0
VICI.4,0
VLO.4,0
VLTO.4,0
VMC.4,0
VRSK.4,0
VRSN.4,0
VRTX.4,0
VTR.4,0
VTRS.4,0
VZ.4,0
WAB.4,0
WAT.4,0
WBA.4,0
WBD.4,0
WDC.4,0
WEC.4,0
WELL.4,0
WFC.4,0
WHR.4,0
WM.4,0
WMB.4,0
WMT.4,0
WRB.4,0
WRK.4,0
WST.4,0
WTW.4,0
WY.4,0
WYNN.4,0
XEL.4,0
XOM.4,0
XRAY.4,1
XYL.4,0
YUM.4,1
ZBH.4,0
ZBRA.4,0
ZION.4,0
ZTS.4,0
A.5,2
AAL.5,2
AAPL.5,5
ABBV.5,2
ABNB.5,3
ABT.5,3
ACGL.5,3
ACN.5,5
ADBE.5,4
ADI.5,5
ADM.5,3
ADP.5,4
ADSK.5,4
AEE.5,3
AEP.5,4
AES.5,3
AFL.5,4
AIG.5,7
AIZ.5,5
AJG.5,3
AKAM.5,4
ALB.5,3
ALGN.5,3
ALK.5,1
ALL.5,2
ALLE.5,4
AMAT.5,4
AMCR.5,4
AMD.5,3
AME.5,1
AMGN.5,4
AMP.5,4
AMT.5,2
AMZN.5,6
ANET.5,3
ANSS.5,4
AON.5,4
AOS.5,3
APA.5,2
APD.5,4
APH.5,3
APTV.5,5
ARE.5,3
ATO.5,3
AVB.5,3
AVGO.5,6
AVY.5,3
AWK.5,2
AXON.5,2
AXP.5,4
AZO.5,4
BA.5,3
BAC.5,5
BALL.5,3
BAX.5,3
BBWI.5,5
BBY.5,5
BDX.5,4
BEN.5,3
BF.B.5,0
BG.5,1
BIIB.5,6
BIO.5,5
BK.5,6
BKNG.5,6
BKR.5,3
BLK.5,3
BMY.5,7
BR.5,2
BRK.B.5,0
BRO.5,2
BSX.5,4
BWA.5,5
BX.5,2
BXP.5,3
C.5,5
CAG.5,5
CAH.5,6
CARR.5,2
CAT.5,4
CB.5,6
CBOE.5,4
CBRE.5,4
CCI.5,3
CCL.5,6
CDAY.5,5
CDNS.5,5
CDW.5,2
CE.5,4
CEG.5,4
CF.5,4
CFG.5,4
CHD.5,3
CHRW.5,2
CHTR.5,4
CI.5,4
CINF.5,2
CL.5,4
CLX.5,4
CMA.5,5
CMCSA.5,4
CME.5,3
CMG.5,2
CMI.5,2
CMS.5,4
CNC.5,3
CNP.5,5
COF.5,3
COO.5,2
COP.5,3
COR.5,7
COST.5,7
CPB.5,2
CPRT.5,5
CPT.5,3
CRL.5,3
CRM.5,5
CSCO.5,7
CSGP.5,2
CSX.5,4
CTAS.5,2
CTLT.5,4
CTRA.5,2
CTSH.5,6
CTVA.5,6
CVS.5,3
CVX.5,3
CZR.5,2
D.5,3
DAL.5,5
DD.5,6
DE.5,3
DFS.5,6
DG.5,4
DGX.5,5
DHI.5,3
DHR.5,5
DIS.5,4
DLR.5,3
DLTR.5,4
DOV.5,2
DOW.5,2
DPZ.5,5
DRI.5,4
DTE.5,3
DUK.5,4
DVA.5,2
DVN.5,4
DXCM.5,5
EA.5,2
EBAY.5,6
ECL.5,5
ED.5,3
EFX.5,4
EG.5,2
EIX.5,4
EL.5,2
ELV.5,3
EMN.5,5
EMR.5,5
ENPH.5,3
EOG.5,4
EPAM.5,4
EQIX.5,4
EQR.5,4
EQT.5,3
ES.5,4
ESS.5,3
ETN.5,6
ETR.5,5
ETSY.5,4
EVRG.5,2
EW.5,3
EXC.5,3
EXPD.5,4
EXPE.5,3
EXR.5,3
F.5,2
FANG.5,3
FAST.5,4
FCX.5,2
FDS.5,4
FDX.5,4
FE.5,2
FFIV.5,3
FI.5,2
FICO.5,1
FIS.5,6
FITB.5,5
FLT.5,6
FMC.5,2
FOX.5,4
FOXA.5,4
FRT.5,2
FSLR.5,4
FTNT.5,4
FTV.5,3
GD.5,6
GE.5,3
GEHC.5,2
GEN.5,4
GILD.5,5
GIS.5,3
GL.5,3
GLW.5,3
GM.5,3
GNRC.5,4
GOOG.5,3
GOOGL.5,3
GPC.5,2
GPN.5,7
GRMN.5,1
GS.5,3
GWW.5,3
HAL.5,3
HAS.5,5
HBAN.5,4
HCA.5,5
HD.5,4
HES.5,2
HIG.5,1
HII.5,3
HLT.5,4
HOLX.5,5
HON.5,5
HPE.5,2
HPQ.5,3
HRL.5,5
HSIC.5,5
HST.5,3
HSY.5,3
HUM.5,2
HWM.5,3
IBM.5,2
ICE.5,5
IDXX.5,4
IEX.5,4
IFF.5,3
ILMN.5,5
INCY.5,3
INTC.5,3
INTU.5,5
INVH.5,2
IP.5,6
IPG.5,3
IQV.5,3
IR.5,2
IRM.5,3
ISRG.5,4
IT.5,4
ITW.5,4
IVZ.5,2
J.5,4
JBHT.5,5
JCI.5,5
JKHY.5,3
JNJ.5,6
JNPR.5,3
JPM.5,5
K.5,3
KDP.5,4
KEY.5,4
KEYS.5,2
KHC.5,4
KIM.5,4
KLAC.5,4
KMB.5,5
KMI.5,3
KMX.5,4
KO.5,2
KR.5,6
KVUE.5,2
L.5,5
LDOS.5,3
LEN.5,4
LH.5,5
LHX.5,3
LIN.5,3
LKQ.5,5
LLY.5,4
LMT.5,2
LNT.5,4
LOW.5,5
LRCX.5,3
LUV.5,3
LVS.5,3
LW.5,6
LYB.5,3
LYV.5,5
MA.5,3
MAA.5,1
MAR.5,2
MAS.5,4
MCD.5,5
MCHP.5,3
MCK.5,5
MCO.5,4
MDLZ.5,5
MDT.5,3
MET.5,3
META.5,3
MGM.5,3
MHK.5,4
MKC.5,5
MKTX.5,4
MLM.5,3
MMC.5,4
MMM.5,3
MNST.5,5
MO.5,2
MOH.5,2
MOS.5,4
MPC.5,4
MPWR.5,5
MRK.5,5
MRNA.5,5
MRO.5,2
MS.5,4
MSCI.5,5
MSFT.5,5
MSI.5,2
MTB.5,4
MTCH.5,5
MTD.5,2
MU.5,5
NCLH.5,3
NDAQ.5,3
NDSN.5,2
NEE.5,4
NEM.5,2
NFLX.5,5
NI.5,3
NKE.5,4
NOC.5,3
NOW.5,2
NRG.5,5
NSC.5,2
NTAP.5,5
NTRS.5,5
NUE.5,4
NVDA.5,4
NVR.5,4
NWS.5,2
NWSA.5,4
NXPI.5,4
O.5,2
ODFL.5,5
OGN.5,5
OKE.5,2
OMC.5,3
ON.5,4
ORCL.5,3
ORLY.5,4
OTIS.5,2
OXY.5,2
PANW.5,3
PARA.5,3
PAYC.5,4
PAYX.5,2
PCAR.5,3
PCG.5,2
PEAK.5,3
PEG.5,4
PEP.5,5
PFE.5,6
PFG.5,2
PG.5,5
PGR.5,3
PH.5,3
PHM.5,5
PKG.5,3
PLD.5,1
PM.5,2
PNC.5,4
PNR.5,6
PNW.5,1
PODD.5,1
POOL.5,4
PPG.5,3
PPL.5,4
PRU.5,2
PSA.5,4
PSX.5,4
PTC.5,4
PWR.5,5
PXD.5,3
PYPL.5,4
QCOM.5,5
QRVO.5,5
RCL.5,3
REG.5,3
REGN.5,5
RF.5,5
RHI.5,4
RJF.5,4
RL.5,6
RMD.5,4
ROK.5,3
ROL.5,3
ROP.5,2
ROST.5,5
RSG.5,3
RTX.5,3
RVTY.5,3
SBAC.5,4
SBUX.5,5
SCHW.5,4
SEDG.5,2
SEE.5,4
SHW.5,2
SJM.5,5
SLB.5,4
SNA.5,7
SNPS.5,5
SO.5,3
SPG.5,4
SPGI.5,3
SRE.5,3
STE.5,2
STLD.5,4
STT.5,4
STX.5,5
STZ.5,3
SWK.5,4
SWKS.5,2
SYF.5,6
SYK.5,2
SYY.5,4
T.5,7
TAP.5,4
TDG.5,4
TDY.5,5
TECH.5,4
TEL.5,3
TER.5,5
TFC.5,6
TFX.5,2
TGT.5,5
TJX.5,4
TMO.5,5
TMUS.5,2
TPR.5,2
TRGP.5,3
TRMB.5,5
TROW.5,5
TRV.5,3
TSCO.5,3
TSLA.5,1
TSN.5,4
TT.5,4
TTWO.5,3
TXN.5,4
TXT.5,4
TYL.5,4
UAL.5,6
UDR.5,4
UHS.5,4
ULTA.5,2
UNH.5,4
UNP.5,3
UPS.5,4
URI.5,5
USB.5,5
V.5,4
VFC.5,1
VICI.5,2
VLO.5,5
VLTO.5,0
VMC.5,3
VRSK.5,3
VRSN.5,4
VRTX.5,2
VTR.5,3
VTRS.5,5
VZ.5,5
WAB.5,3
WAT.5,5
WBA.5,4
WBD.5,3
WDC.5,3
WEC.5,2
WELL.5,3
WFC.5,4
WHR.5,4
WM.5,4
WMB.5,3
WMT.5,6
WRB.5,3
WRK.5,5
WST.5,4
WTW.5,4
WY.5,4
WYNN.5,4
XEL.5,4
XOM.5,3
XRAY.5,6
XYL.5,3
YUM.5,3
ZBH.5,3
ZBRA.5,4
ZION.5,4
ZTS.5,3
